,True,ABE_preds,ART_preds,BAS_preds,BLA_preds,EBO_preds,EOS_preds,FGC_preds,HAC_preds,KSC_preds,LYI_preds,LYT_preds,MMZ_preds,MON_preds,MYB_preds,NGB_preds,NGS_preds,NIF_preds,OTH_preds,PEB_preds,PLM_preds,PMO_preds,Pred
226,5,0.60015225,0.979498,0.9879931,0.69078714,0.99731654,0.00016520968,0.4586202,0.6672861,0.9999963,0.99996996,0.9599599,0.008059246,0.92634743,0.6672027,0.2509395,0.52528876,0.86683905,0.9998504,0.99997485,0.9669025,0.9547789,5
227,5,0.6017161,0.9816767,0.02554192,0.79467213,0.99954116,1.7058628e-06,0.439467,0.66734654,0.26783434,0.9999999,0.9918813,0.7850734,0.99629575,0.9990798,0.3693165,0.0152601525,0.6176348,0.99909306,0.9999479,0.9892953,0.99998355,5
228,5,0.6007366,0.70885843,0.63317096,0.5819468,0.9980057,1.6517194e-13,0.700301,0.6667991,1.0,9.305771e-06,0.697614,0.9927406,0.9989309,0.99587774,0.29142258,0.99210703,0.6563658,0.99990046,0.9997377,0.98828423,0.98784363,5
229,5,0.6012594,0.009254437,0.90464777,0.68844604,0.9880569,0.0016559149,0.48453337,0.66766584,1.0,0.9999819,0.94137114,0.9865672,0.9960936,0.99864596,0.27488267,0.0053120134,0.43419674,0.99999785,0.99999917,0.9480233,0.9991684,5
230,5,0.60091144,0.5703684,0.92409515,0.64940166,0.99902046,6.2807133e-09,0.77795434,0.6668111,0.99999845,0.99999285,0.99129105,0.99975365,0.92583495,0.98627985,0.52921593,0.99992573,0.5223258,0.99804974,0.9916475,0.9457605,0.99879444,5
231,5,0.60158205,0.2861607,0.83050984,0.6805069,0.99934083,0.9962483,0.50084996,0.66747606,0.95045215,0.9999999,0.21894549,0.7442027,0.9795449,0.99748045,0.2855425,0.9888693,0.60518914,0.92337376,0.99999964,0.9977992,0.9998951,10
232,5,0.60088384,0.09251407,0.9530272,0.67393726,0.9995173,8.121238e-06,0.5246635,0.667593,0.99983776,0.99996483,0.9861994,0.03875249,0.99639434,0.9828583,0.085757814,0.9919151,0.72838134,0.99967825,0.99999464,0.96322155,0.9766312,5
233,5,0.6004759,0.99984336,0.9935051,0.57950443,0.88882077,0.86182076,0.5045438,0.6674585,0.99995506,0.99999666,0.99458045,0.0073001133,0.37120038,0.052141443,0.57255435,0.9997079,0.87515855,0.99998796,0.99977905,0.8942006,0.9979323,11
234,5,0.6000507,0.9908408,0.9913907,0.442277,0.9959681,0.21805556,0.7302073,0.6662143,0.99999976,1.0,0.99876875,0.92030483,0.97367555,0.3674696,0.9022593,0.9999993,0.6895454,0.99989676,0.9026755,0.98172176,6.462202e-07,20
235,5,0.60030806,0.962863,0.28326017,0.7548639,0.99856013,0.9766839,0.60704327,0.66729623,1.0,0.9998746,0.2161315,0.3754199,0.6889271,0.9832569,0.69666374,0.9999933,0.5519275,0.9997483,0.99997604,0.99550265,0.9999689,10
236,5,0.5996849,0.99779606,0.945392,0.5225543,0.99561644,2.3010777e-08,0.42770112,0.66680646,0.9999987,0.9997297,0.8254497,0.98900604,0.93986434,0.7994912,0.22056533,0.8482006,0.58814436,0.99964845,0.9649132,0.97938293,0.025306877,5
237,5,0.60137814,0.9928388,0.08633314,0.69511896,0.96085584,1.3922954e-07,0.44253072,0.6671018,0.9999988,0.9999999,0.8851451,0.99036777,0.9927873,0.9988493,0.35083932,0.9354824,0.08456772,0.99940443,0.9999739,0.99765223,0.9996437,5
238,5,0.60129124,0.99094325,0.036457118,0.77887636,0.9997309,0.00032365334,0.38598865,0.6673625,0.99264854,0.99993575,0.9288561,0.9881662,0.99707556,0.9992912,0.392481,0.0077639925,0.14005892,0.9987,0.9999007,0.98382276,0.99991417,5
239,5,0.60060966,0.9727677,0.61617106,0.5545784,0.91673577,2.9865194e-11,0.6377254,0.6670703,1.0,0.9999999,0.872884,0.0042202026,0.9690424,0.9848385,0.29902115,0.5963527,0.34067032,0.9989421,0.9999342,0.9738864,0.9647444,5
240,5,0.60011345,0.9116987,0.4326435,0.61285275,0.9994147,8.755771e-13,0.5521966,0.66680986,1.0,0.9999918,0.99563295,0.9640466,0.8101002,0.6216593,0.16714738,0.9070398,0.20811571,0.8760967,0.11565784,0.99758387,0.72324586,5
241,5,0.6005234,0.9586919,0.7763604,0.76313394,0.99884486,4.261423e-09,0.45692244,0.6670987,1.0,0.9999989,0.88569885,0.14572579,0.9007345,0.9698897,0.78963035,0.019817067,0.5457747,0.9998357,0.9999728,0.88284224,0.9947806,5
242,5,0.60073084,0.9999968,0.99169767,0.564902,0.9608428,0.9999989,0.5672285,0.6670851,0.9999945,1.0,0.99863523,0.99653673,0.043116562,0.9845147,0.95998555,1.0,0.6604751,0.97474015,0.9993575,0.796483,0.0005492865,20
243,5,0.601158,0.4295362,0.321177,0.5847859,0.9931049,1.2815767e-06,0.6803113,0.6671413,1.0,0.99999416,0.9940381,0.3228324,0.98040664,0.99551183,0.74028176,0.49973914,0.5685175,0.98596746,0.99996424,0.99753654,0.9995809,5
244,5,0.59968907,0.9869578,0.5842907,0.44953012,0.9930862,0.000102587255,0.27948126,0.6667843,0.99998975,0.99999607,0.9977957,0.014905187,0.98275626,0.71033126,0.96729106,0.99999976,0.9342583,0.9486302,0.9935427,0.8754542,0.027463501,5
245,5,0.6001546,0.99486536,0.8991887,0.61404043,0.99920696,8.9817564e-07,0.45302013,0.66683674,0.9998516,0.99995697,0.996757,0.2911332,0.6180657,0.42676422,0.8513356,1.0,0.7955383,0.99831307,0.999141,0.96298075,0.4241646,5
246,5,0.5995528,0.9747171,0.53544164,0.65066403,0.99045604,8.142739e-10,0.60956347,0.66644543,1.0,0.99581784,0.8616765,0.5518046,0.9890716,0.989214,0.69510376,0.99991834,0.4249152,0.99999285,0.9989794,0.99913764,0.9995191,5
247,5,0.60122657,0.9929246,0.9198487,0.75591516,0.99944013,8.9352725e-06,0.53968596,0.66767806,0.99979573,0.9999999,0.96697736,0.4506929,0.98758197,0.84500766,0.03790677,0.98445165,0.41335532,0.99913955,0.9999814,0.9953147,0.999292,5
248,5,0.6007062,0.9971457,0.5995474,0.49533552,0.9983524,6.0835698e-15,0.79341376,0.6664171,1.0,0.99999213,0.9986237,0.98620474,0.98387355,0.6748297,0.8496039,1.0,0.45700517,0.996759,0.99322915,0.99899226,0.787002,5
249,5,0.6011308,0.5188621,0.12614161,0.7815842,0.99437827,2.8961413e-05,0.57159996,0.66781807,0.99888355,0.9962656,0.9660786,0.9789012,0.98457414,0.99708766,0.15984647,0.061404277,0.5806906,0.99938095,0.99999464,0.9863994,0.97860307,5
250,5,0.5994396,0.9136889,0.5048724,0.5106023,0.960923,0.00023930917,0.3692723,0.6667713,0.9994199,0.99999523,0.9936156,0.12259126,0.98799825,0.84737206,0.9436823,0.9998597,0.9271542,0.9452697,0.98099226,0.9927861,0.007848462,5
251,5,0.6014121,0.027237993,0.9282484,0.72525185,0.9959176,0.9894777,0.5426707,0.66748613,1.0,0.99999845,0.9315426,0.089441925,0.93024695,0.9980521,0.3133396,0.8959921,0.3702991,0.99704283,0.99944896,0.98561376,0.9875803,1
252,6,0.60041904,0.21352732,0.45608583,0.5405975,0.9997819,0.99562126,0.2655453,0.6667833,0.9956773,0.9999987,0.99163204,0.9612467,0.9925667,0.4113346,0.78025484,0.99999917,0.48908317,0.9553189,0.9888311,0.96325356,0.9772086,1
253,6,0.6005481,0.023591762,0.692318,0.55099744,0.99865544,0.97674006,0.19110347,0.6669737,0.991438,0.9999968,0.991852,0.25253272,0.98181665,0.18871717,0.4532935,0.9999999,0.5306098,0.9829621,0.999637,0.9735603,0.9998246,1
254,6,0.60069466,0.68965286,0.970123,0.62986845,0.9988655,0.90804726,0.28479156,0.6671509,0.9844095,1.0,0.98297024,0.78450936,0.9957546,0.97923696,0.26306996,0.9999999,0.67020017,0.9949007,0.9998375,0.99626476,0.02580599,20
255,6,0.60094786,0.0064549674,0.91457397,0.55303556,0.99931157,0.9234916,0.31660554,0.667153,0.9998312,0.9999995,0.9939942,0.5437522,0.99801135,0.90491194,0.85230297,0.999997,0.5145011,0.9887782,0.999923,0.9534183,0.9931399,1
256,6,0.60056627,0.00032148865,0.60547787,0.53992534,0.99979466,0.9998828,0.39879456,0.6672313,0.9999989,0.35463172,0.9244428,0.10909955,0.9972638,0.92134786,0.9288571,0.9999857,0.53634536,0.9953334,0.99969506,0.9330676,0.9958248,1
257,6,0.6002876,0.92282015,0.2098433,0.5509953,0.9994855,0.9244583,0.3716695,0.6671864,0.99993074,0.99999475,0.9911935,0.21676518,0.55348736,0.9844558,0.7630828,1.0,0.75405025,0.9993636,0.9886968,0.9346053,0.009420702,20
258,6,0.6013698,0.01206907,0.8688842,0.6210392,0.99951875,0.9629573,0.42810676,0.66770434,0.71356845,0.99999774,0.9239537,0.95438075,0.9883697,0.9657607,0.8599361,0.99998665,0.5487635,0.99981517,0.999998,0.97200894,0.9999666,1
259,6,0.6008467,0.5956588,0.9968502,0.73265404,0.7276663,0.45890996,0.5483347,0.66748327,0.9999993,1.0,0.92276394,0.004681067,0.99930906,0.09468727,0.045810375,0.9998293,0.4922819,0.9999559,0.999987,0.9457574,0.9796412,11
260,6,0.6003458,0.90642333,0.24698777,0.5604648,0.9977943,0.9945952,0.22822058,0.6666959,0.99999964,0.99837816,0.9940975,0.9856463,0.3424079,0.6176011,0.9110514,0.99999845,0.3126884,0.99289,0.99350786,0.98250544,0.014127734,20
261,6,0.6007012,0.6364989,0.9084249,0.61460364,0.997389,0.7241553,0.3524982,0.66737205,0.9998467,0.9996923,0.9477431,0.12648787,0.99548006,0.99402845,0.5263255,0.9201768,0.5640882,0.99887747,0.99999857,0.8780046,0.9991047,11
262,7,0.60143244,0.68466693,0.95969194,0.72842133,0.96509135,0.9999949,0.5559027,0.667892,1.0,0.99997306,0.6986088,0.9016671,0.98488337,0.99554175,0.16267511,0.99999666,0.8119089,0.9999975,0.99995625,0.32412276,0.9985203,14
263,7,0.6006535,0.99781775,0.94022936,0.6084418,0.95440066,0.9999368,0.5362839,0.6675041,0.9999709,0.85064584,0.9523,0.9895655,0.08136468,0.111294545,0.7563906,0.9332292,0.7981009,0.9999591,0.9999957,0.88318235,0.99948394,12
264,7,0.6003355,0.96170473,0.5025983,0.70847183,0.9972932,0.9999807,0.5356044,0.66747457,1.0,0.9994622,0.9787563,0.14126723,0.90544075,0.752977,0.7326857,0.99459755,0.6706661,0.99910456,0.9999778,0.95713294,0.9987451,11
265,7,0.6005213,0.54079586,0.825339,0.5189274,0.9965469,0.99999344,0.49950707,0.6672163,0.99986553,0.9980204,0.98997796,0.7441506,0.72398204,0.3781281,0.8298387,0.99997866,0.5896691,0.9997929,0.9996049,0.6277031,0.87747306,13
266,7,0.60048354,0.9995546,0.9048588,0.5784976,0.9946108,0.99911636,0.5680422,0.6673841,0.99999094,0.9587843,0.99720925,0.0053267274,0.13668914,0.660298,0.38155416,0.98211515,0.7422223,0.9991503,0.99966335,0.88145256,0.99633324,11
267,7,0.60071784,0.01626579,0.10415674,0.5666954,0.99626154,0.9999713,0.48787037,0.6672314,0.9999982,0.9932568,0.9688149,0.0110632405,0.879549,0.6750207,0.5946301,0.99299157,0.7923181,0.9998894,0.9999962,0.5279097,0.9998374,11
268,7,0.6010373,0.00770605,0.61120945,0.6205565,0.9963909,0.99996996,0.5573281,0.66772515,0.99997914,0.98991394,0.7975169,0.34186336,0.970356,0.5076992,0.41185427,0.9999039,0.74004656,0.99997115,0.9999945,0.8888305,0.99788934,1
269,7,0.6007403,0.75203323,0.8450624,0.6164285,0.9972235,0.99993134,0.5003859,0.6674656,0.99999607,0.9897641,0.9850758,0.001291773,0.777315,0.35398594,0.22144936,0.9949839,0.73302406,0.9995441,0.99997735,0.6444549,0.9987149,11
270,7,0.6006894,0.9867034,0.9859844,0.63796246,0.95298004,0.99999666,0.5756833,0.667322,0.9995648,0.9933629,0.99364233,0.014063429,0.6142398,0.11138574,0.41483346,0.99972075,0.7273646,0.9999074,0.9999957,0.07625947,0.99946946,11
271,7,0.600469,0.99739826,0.98918265,0.4905745,0.27018505,0.999931,0.44642982,0.667159,0.9999722,0.99620456,0.9949287,0.3529601,0.19717811,0.947544,0.81982714,0.9999988,0.83999705,0.99962115,0.9999951,0.024451971,0.99640083,19
272,7,0.6010509,0.999833,0.95313764,0.72762203,0.797323,0.9999665,0.44946066,0.6675539,0.9989353,0.9999988,0.77744585,0.5581855,0.6768773,0.9469478,0.2139634,0.99999833,0.6409851,0.99997306,0.99731135,0.85500306,0.9666163,14
273,7,0.60126203,0.997154,0.98475975,0.6305831,0.8335038,0.9995691,0.53711927,0.6678389,0.97354364,0.99264866,0.8323605,0.010873478,0.6261074,0.9850649,0.66198534,0.99998283,0.66296226,0.99995875,0.9999969,0.7509435,0.99990475,11
274,7,0.6006371,0.57946575,0.9534263,0.68063885,0.96840477,0.99923325,0.416101,0.66721094,0.9990994,0.99945873,0.88524836,0.0005786805,0.7456533,0.8630962,0.07706207,0.98716426,0.7932766,0.9998472,0.99995565,0.46275556,0.9998055,11
275,7,0.6011233,0.6632207,0.8180477,0.7377414,0.42222565,0.9999765,0.5147545,0.66755134,1.0,0.99998546,0.50404197,0.62237483,0.9938228,0.9988642,0.16824065,0.980071,0.8546196,0.99997914,0.9999957,0.86603725,0.9999249,14
276,7,0.6013909,0.97411966,0.9739232,0.7168947,0.32984707,0.9998908,0.5403127,0.6679334,0.9999119,0.99998355,0.6422758,0.35083193,0.9255406,0.98370093,0.16415146,0.9014787,0.74119335,0.9999982,0.9999974,0.9299639,0.99987686,14
277,7,0.6009381,0.15106241,0.75270176,0.58449095,0.9976981,0.36332288,0.4246153,0.6672917,0.27949107,0.9960997,0.9876754,0.61963695,0.4173107,0.849871,0.34556857,0.99999607,0.6817228,0.9992866,0.9999713,0.8207742,0.9966265,1
278,7,0.6013995,0.30410606,0.9778136,0.7000314,0.9386545,0.99990964,0.59965426,0.6681131,0.9998254,0.9992034,0.76625186,0.997398,0.99756324,0.9938339,0.5058382,0.99998116,0.68497795,0.99998057,0.9999238,0.90341777,0.9994235,1
279,7,0.6012734,0.9670158,0.9697725,0.7555779,0.88022006,0.9998969,0.5863195,0.6677453,0.9999472,0.9999949,0.6504307,0.0155997425,0.97619563,0.7877274,0.40419668,0.9999763,0.72380084,0.99995685,0.9999933,0.36668956,0.9994863,11
280,7,0.6012702,0.963879,0.9708855,0.69714063,0.49057198,0.99961025,0.53935146,0.6678192,0.9999707,0.9999994,0.9511658,0.0016119374,0.7706969,0.96895504,0.20194162,0.99925596,0.8178458,0.9999949,0.9999974,0.7336776,0.9997944,11
281,7,0.6011678,0.66635984,0.8447457,0.66328156,0.9584421,0.9999943,0.51227784,0.66775125,0.99999404,0.9960824,0.7231762,0.97934777,0.72236097,0.8425808,0.95570153,0.9999987,0.5641489,0.99999666,0.99999833,0.95751816,0.99935335,6
282,7,0.60105336,0.9201366,0.9653207,0.65054435,0.9955918,0.9998994,0.53949916,0.66765314,0.9996742,0.9996481,0.8571267,0.33381104,0.91139954,0.58022785,0.8955525,0.9999962,0.66761553,0.9999918,0.99997175,0.9691841,0.99881184,11
283,7,0.6012166,0.9976724,0.9062064,0.6728828,0.012741061,0.9918541,0.5108076,0.66765267,0.99706405,0.99999857,0.8968186,0.00080583483,0.9647947,0.8927257,0.39796218,0.9998035,0.764604,0.9999969,0.9989673,0.9533718,0.9988858,11
284,7,0.60084623,0.9993968,0.9896966,0.6420101,0.5170836,0.999938,0.48146793,0.66740954,0.99737996,0.99998367,0.975224,0.46780744,0.2902084,0.73920786,0.7688962,0.99999774,0.67187965,0.999944,0.9999931,0.54254776,0.8775655,12
285,7,0.6008852,0.13088319,0.95145124,0.6303824,0.9861296,0.99956304,0.5617475,0.66762817,0.96089274,0.99053407,0.97049224,7.563121e-05,0.9938631,0.9646132,0.02521703,0.9953809,0.8558503,0.99999166,0.99998176,0.84538466,0.99415827,11
286,7,0.60108066,0.58818275,0.9855225,0.6501937,0.90661365,0.9999815,0.5380165,0.6676881,0.9999404,0.9996551,0.62386596,0.033898696,0.95818514,0.20155907,0.7394598,0.99995756,0.7212588,0.9999851,0.9999913,0.7509859,0.9999527,11
287,7,0.60042506,0.3705922,0.8942609,0.6256033,0.97707444,0.9999796,0.50945574,0.6672132,0.9995246,0.9975267,0.9891117,0.32136738,0.92379844,0.07889589,0.48994768,0.99991596,0.6711603,0.99978346,0.99999166,0.15926881,0.9974093,13
288,7,0.6009511,0.8725048,0.06546325,0.68948597,0.9862984,0.999944,0.43434027,0.66770685,0.98132586,0.9991321,0.9795816,0.58427083,0.94454545,0.9379814,0.09533708,0.99695146,0.73203003,0.9999441,0.9999943,0.964471,0.9996948,2
289,7,0.6001931,0.9998628,0.9867077,0.6441402,0.2721953,0.99985754,0.46278727,0.66714513,0.99958557,0.99995065,0.9837013,0.0026726206,0.8386705,0.6647598,0.34309676,0.98872197,0.68304205,0.9992889,0.9999721,0.5514543,0.9512411,11
290,7,0.6007343,0.99897575,0.13437375,0.64863396,0.81934243,0.99995387,0.3879989,0.66746837,0.99994457,0.9995246,0.94765514,0.021097438,0.77242464,0.9751898,0.0490355,0.9935974,0.75028056,0.9998772,0.99989593,0.9639333,0.6379152,11
291,7,0.60039455,0.562396,0.9527834,0.6399117,0.8639706,0.99969006,0.44975957,0.66725767,0.99708635,0.9999925,0.805469,0.0018768393,0.9303527,0.12803648,0.5474727,0.99981135,0.84011996,0.9994506,0.99999034,0.9058443,0.6535687,11
292,7,0.60062575,0.15171269,0.9917427,0.57305413,0.9731285,0.9999808,0.46195728,0.6673092,0.9999219,0.9977794,0.853925,0.658266,0.8346935,0.6069666,0.23323908,0.2961381,0.7635698,0.99988043,0.9999763,0.9357019,0.9998853,1
293,7,0.6005721,0.4725479,0.92200834,0.582578,0.6781972,0.9998951,0.4342146,0.6672197,0.999877,0.9992055,0.8975123,0.0098542385,0.46928588,0.9679911,0.373831,0.999972,0.71923935,0.9987534,0.9990151,0.49215716,0.97748154,11
294,7,0.600299,0.96767086,0.93951595,0.6658823,0.8256424,0.9999409,0.33593002,0.667166,0.99998975,0.9998493,0.02028814,0.906976,0.9249251,0.29386148,0.75760466,0.97853786,0.7320904,0.9998265,0.9999751,0.7345147,0.99937683,10
295,7,0.6010461,0.78719467,0.9730401,0.68646234,0.9921434,0.9992829,0.4962049,0.6677284,0.99996674,0.99972683,0.8737448,0.99719906,0.85790956,0.92397153,0.7802716,0.9994925,0.7764401,0.99994767,0.99997747,0.8064187,0.99433494,6
296,7,0.60075164,0.009504477,0.96526474,0.6677525,0.99824643,0.99999344,0.5371924,0.66749316,0.99911743,0.9985293,0.89351004,0.004279084,0.9832708,0.7219902,0.40348795,0.95190006,0.72253835,0.9995621,0.99999523,0.86349946,0.9992436,11
297,7,0.6007944,0.9978497,0.98746115,0.7251934,0.994011,0.9999449,0.5261016,0.66746837,0.9934175,0.99989986,0.8772052,0.016190162,0.29537225,0.9206803,0.06968351,0.9987895,0.8230861,0.9980305,0.9999877,0.9041274,0.9996952,11
298,7,0.6008467,0.006622043,0.07311284,0.78798807,0.18187413,0.99999094,0.46292958,0.66752243,1.0,0.9999893,0.9040407,0.98708236,0.99815625,0.99917704,0.26228997,0.9211449,0.78202665,0.99997985,0.99999654,0.66970223,0.99974924,1
299,7,0.60098416,0.99956554,0.97940505,0.61940813,0.9915304,0.9995072,0.5380775,0.66753393,0.9929463,0.99756074,0.96881247,0.35839045,0.21196693,0.9731056,0.011343267,0.997938,0.7774591,0.99988556,0.9999845,0.68671745,0.99870276,14
300,7,0.6010968,0.21557297,0.94939226,0.7533283,0.5467378,0.99871504,0.502241,0.667715,0.9929565,0.99997044,0.8306411,0.0021806154,0.8950009,0.6636183,0.07491824,0.9995858,0.812545,0.9999944,0.9999559,0.80953014,0.99982065,11
301,7,0.60013914,0.99279845,0.9920557,0.6453706,0.21400912,0.9998852,0.42206237,0.66719073,0.99970007,0.99999106,0.8840317,0.6634278,0.8623461,0.6401646,0.58068556,0.9955675,0.8573668,0.9999864,0.99997723,0.5067261,0.74626607,4
302,7,0.6006872,0.38805798,0.9420379,0.65294576,0.16217689,0.9995461,0.40758818,0.6673869,0.999703,0.99976116,0.98481834,6.3855136e-05,0.9750302,0.9270878,0.53830725,0.9997111,0.86209637,0.9995951,0.9999747,0.8868123,0.9991271,11
303,7,0.60092723,0.94145197,0.9144431,0.58061564,0.9960063,0.9999789,0.40626281,0.66745496,0.99933475,0.9997707,0.9964641,0.09598873,0.78474855,0.33787614,0.7696444,0.9965599,0.7060596,0.9995828,0.9999291,0.75032216,0.99823135,11
304,7,0.60064197,0.9993512,0.96589446,0.6305484,0.57601035,0.99995947,0.41622496,0.66738725,0.9997402,0.999432,0.9883807,0.5411391,0.7577929,0.40059844,0.38139433,0.99998546,0.82222384,0.99947995,0.9999963,0.4366252,0.98318934,14
305,7,0.6009983,0.8732641,0.99244976,0.73383427,0.058727916,0.999995,0.6465586,0.66775674,0.9999976,0.99992645,0.8514346,0.04004557,0.7431802,0.75984246,0.5995844,0.9999982,0.77898735,0.99996996,0.9999969,0.8843609,0.99976975,11
306,7,0.60088074,0.69571775,0.9748,0.67372364,0.99462575,0.9994748,0.54465544,0.66760576,0.99783665,0.99825114,0.9811608,0.35833818,0.98049265,0.8595412,0.6851189,0.99998355,0.6576166,0.99997866,0.99999774,0.89885736,0.99300766,11
307,7,0.6014198,0.16966568,0.98594797,0.73987734,0.97913194,0.9981887,0.577838,0.6679062,0.9986864,0.99993706,0.6919157,0.9856499,0.98245907,0.8726581,0.3595276,0.9999994,0.7236363,0.99999523,0.9999528,0.97161543,0.9997576,1
308,7,0.60134804,0.06009807,0.99168617,0.75537944,0.7478468,0.99991465,0.63331,0.6678713,0.99333304,0.99999714,0.98009026,0.99418074,0.98079395,0.841256,0.37615976,0.99999225,0.6768002,0.99998605,0.9999975,0.9027554,0.99978346,1
309,7,0.6010935,0.99330395,0.9784436,0.690818,0.40479854,0.99996734,0.60485226,0.6677968,0.9999869,0.9999988,0.98683083,0.13529709,0.59384835,0.9000953,0.7907586,0.99999917,0.658621,0.9999846,0.9974025,0.4774009,0.9984535,11
310,7,0.6007752,0.9906317,0.9801845,0.5644049,0.9421752,0.9996648,0.45843124,0.6673266,0.99993026,0.97997516,0.97938675,0.1765489,0.08603723,0.89528286,0.67200977,0.9998859,0.76056063,0.99988294,0.99999774,0.5294787,0.9929871,12
311,7,0.60093415,0.9990957,0.96438664,0.61221385,0.9433715,0.9999479,0.49625668,0.6674197,0.9500723,0.99998224,0.9921399,0.048497654,0.2651717,0.64965314,0.9365089,0.9999474,0.699783,0.999997,0.9999957,0.683432,0.99865925,11
312,8,0.60136276,0.0035221565,0.27617708,0.5091707,0.99983513,0.91363895,0.43246895,0.66727036,4.361399e-06,0.99999297,0.95335776,0.9973513,0.98872197,0.99023414,0.95541,1.0,0.43397948,0.9975405,0.99910444,0.9846948,0.9999671,8
313,8,0.6009131,0.008102738,0.60232484,0.6321463,0.9994832,0.99959844,0.5349218,0.66748595,0.0062417416,0.9997609,0.95600814,0.9954991,0.99700445,0.9979232,0.27404532,0.9998272,0.35274324,0.93224883,0.9999994,0.97786623,0.9985909,8
314,8,0.60084736,0.07313666,0.66084963,0.5803975,0.9989023,0.99974614,0.4614135,0.66686624,0.00031977042,0.9999875,0.9609133,0.99992514,0.9780109,0.979482,0.8891885,0.999972,0.23118743,0.99522865,0.9998987,0.99574846,0.9998872,8
315,8,0.60142016,0.009389219,0.71584684,0.66075397,0.9995597,0.5711769,0.5147522,0.66712815,2.9140103e-06,0.9998853,0.9740605,0.99294007,0.99547845,0.9985643,0.70736575,0.99991775,0.44349325,0.9056261,0.998884,0.9982493,0.9999244,8
316,8,0.6008059,0.018302169,0.08591221,0.5576168,0.99892884,0.9999831,0.598827,0.6669623,3.939164e-06,0.9998691,0.5242524,0.8959216,0.9934522,0.99883205,0.9373775,0.9999995,0.2683292,0.9895907,0.9999924,0.9993529,0.99996054,8
317,8,0.6015845,0.0074875765,0.8937797,0.58268994,0.99968827,0.9999536,0.51584685,0.66721624,7.858499e-08,0.99996424,0.7774382,0.9828487,0.99580526,0.9984357,0.9256395,0.99999297,0.30324462,0.9978477,0.99989736,0.9812478,0.9999895,8
318,8,0.6012272,0.038524,0.3411486,0.60060656,0.9990507,0.9998493,0.5130206,0.667227,0.028356876,0.9999826,0.9885439,0.999841,0.9613156,0.9236855,0.8690264,0.99997663,0.36742428,0.9973015,0.99995315,0.9948836,0.9997545,8
319,8,0.60164547,0.0004331322,0.8199659,0.4818115,0.99961877,0.99999547,0.51915455,0.66745913,4.737153e-09,0.6838448,0.93755245,0.99993694,0.9919084,0.9997874,0.99128294,0.99999964,0.24748257,0.99832386,0.99986446,0.93750066,0.99999905,8
320,8,0.6007918,0.004844904,0.2598544,0.5779104,0.9995783,0.99695396,0.42659438,0.6670107,1.7884025e-07,0.9996824,0.5157309,0.99990404,0.9850743,0.98969114,0.87945986,0.9999999,0.23763436,0.99669373,0.999962,0.9963741,0.99992955,8
321,9,0.60054654,1.0,0.99330914,0.5070889,0.94384307,0.99999475,0.5287975,0.6665379,1.0,4.6060453e-09,0.998718,0.99947923,0.030155191,0.9936126,0.9418496,0.9999994,0.45372924,0.99892825,9.437311e-07,0.9972076,2.1154463e-05,9
322,9,0.60073,0.20342426,0.8236587,0.62744236,0.9970655,0.9999306,0.6172775,0.6671404,0.9998271,1.1233348e-09,0.3479127,0.8414368,0.74381053,0.9957125,0.14862123,0.9978381,0.4766832,0.99870324,0.99981505,0.9983348,0.9997614,9
323,9,0.60073084,0.99433196,0.9895371,0.54331726,0.9895135,0.9946885,0.35765764,0.66706973,1.0,0.0061617056,0.99384004,0.99981445,0.7380005,0.94161683,0.9842036,1.0,0.2371429,0.690421,0.93428147,0.8781149,0.9948842,9
324,9,0.6006515,0.999894,0.8351993,0.4446346,0.9972364,0.99999404,0.4750216,0.6669125,1.0,0.000574364,0.9856048,0.99880743,0.0012877998,0.5586786,0.95132726,0.9999999,0.39006212,0.99973637,0.9983937,0.91107297,0.5661959,9
325,9,0.60050964,0.9947825,0.58607167,0.57785,0.99393386,0.99990356,0.55792123,0.6665205,1.0,4.45023e-08,0.9567423,0.9994369,0.13149884,0.9971916,0.4510461,0.9999862,0.383939,0.92996585,0.81029665,0.9762491,0.00083765446,9
326,9,0.60090315,0.9996611,0.9773416,0.466396,0.91268706,0.99999654,0.4736275,0.6671567,1.0,1.084913e-10,0.9942946,1.0,0.6823122,0.9963109,0.9580886,0.99999976,0.42775738,0.9999511,0.12541538,0.8999011,0.99985445,9
327,9,0.59981644,0.8570764,0.80869,0.549,0.9907416,0.99994314,0.59959763,0.6669056,1.0,3.432872e-10,0.8637477,0.9600059,0.11092036,0.9962423,0.5394274,0.9995598,0.27868825,0.9996112,0.99504507,0.99772066,0.97273594,9
328,9,0.6010025,1.0,0.9875816,0.42329466,0.5968198,0.99991906,0.48692152,0.6668288,1.0,2.4818673e-05,0.9908728,0.9994816,0.054615397,0.9918785,0.972868,0.9999896,0.30104765,0.99729866,0.001267519,0.9517854,0.6051506,9
329,9,0.60047644,0.9950879,0.9836796,0.32841453,0.10062721,0.9998913,0.5703422,0.6663742,1.0,0.07562246,0.9788766,0.99999905,0.68293405,0.8435577,0.98733276,0.9999999,0.48590064,0.99730885,0.1963727,0.09174007,0.99850756,9
330,9,0.6008617,0.21197884,0.70603824,0.7141616,0.99838686,2.2414446e-09,0.44866008,0.667497,0.99995494,0.95853853,0.9718972,0.11692016,0.9799486,0.9975299,0.0377887,0.0034859462,0.7336377,0.99504447,0.9987238,0.94647413,0.99663156,5
